gene_symbol	protein_MR_beta	protein_MR_se	protein_MR_p	protein_nsnp	sc_MR_beta	sc_MR_se	sc_MR_p	sc_MR_FDR	sc_nsnp	glycan_id_best	glycan_MR_beta	glycan_MR_se	glycan_MR_p	glycan_MR_FDR	glycan_nsnp	cpg_CpG_best	cpg_MR_beta	cpg_MR_se	cpg_MR_p	cpg_nsnp	cpg_MR_FDR	protein_beta_std	cpg_beta_std	glycan_beta_std	sc_beta_std	MTI_n_layers	MTI_sumsq	MTI_score	pLDDT_mean	pLDDT_sd	pLDDT_low_frac	pLDDT_high_frac	n_atoms	protein_present	sc_present	glycan_present	cpg_present	uniprot_id	pan_family_main	pan_class_main	pan_pathway_main	pan_mf_main	pan_family_pc1	pan_family_pc2	pan_family_pc3	pan_class_pc1	pan_class_pc2	pan_class_pc3	pan_pw_pc1	pan_pw_pc2	pan_pw_pc3	pan_mf_pc1	pan_mf_pc2	pan_mf_pc3	af_len	af_plddt_mean	af_plddt_sd	af_plddt_frac70	af_plddt_frac90	interpro_pc1	interpro_pc2	interpro_pc3	uniprot_pc1	uniprot_pc2	uniprot_pc3	protein_MR_beta_fixed	protein_MR_se_fixed	protein_MR_p_fixed	protein_nsnp_fixed	protein_MR_source_file	protein_MR_FDR_BH	protein_MR_sig_FDR05	protein_MR_FDR_BH_fixed	protein_MR_sig_FDR05_fixed
HCLS1	-0.0973626632254963	0.0091972026430561	3.4563343705140995e-26	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.466405362654724	NA	NA	NA	1	0.217533962313085	0.466405362654724	64.4473620599054	22.6175058461453	0.347609038360483	0.506043089858119	3806	1	0	0	0	P14317	HEMATOPOIETIC LINEAGE CELL-SPECIFIC PROTEIN-RELATED	scaffold/adaptor protein	NA	protein binding	2.2007096229140197e-12	-0.0514002615368726	-4.97839856765739e-14	-0.0760424449976221	-0.141678461745504	0.144586854720123	NA	NA	NA	-0.290504179578433	-0.226482930904729	0.13489403642972	486	63.59755144032923	22.63634447806576	0.48559670781893	0.1625514403292181	-0.0064296233020849	0.0055203893441324	-0.0021835150034296	0.0117300251282705	0.0016243688357458	-0.016258269499422	-0.0973626632254963	0.0091972026430561	3.4563343705140995e-26	84	HCLS1_P14317_OID20648_v1_Inflammation_MR_LDaware_overlap.tsv	7.105083231757849e-26	TRUE	8.092284184899502e-26	TRUE
HDAC8	-0.0649020402734837	0.0096168797770813	1.49111148758843e-11	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.310906240934243	NA	NA	NA	1	0.0966626906518613	0.310906240934243	95.445810626703	10.0067248473514	0.0275885558583106	0.967302452316076	2936	1	0	0	0	Q9BY41	HISTONE DEACETYLASE 8	NA	Wnt signaling pathway	histone deacetylase activity	2.20069921457316e-12	-0.0514002615368726	-4.9764036356600104e-14	NA	NA	NA	-0.538229636708431	-0.573648337269315	-0.459903997064736	-0.885902475136425	-0.509616599217159	14.1123708616519	377	95.3151193633952	10.215602673513644	0.9655172413793104	0.9230769230769232	-0.0061362787321079	2.524993529657e-4	-0.0043254857545857	0.0270334868830393	-0.0053718661074816	-0.0089842485866628	-0.0649020402734837	0.0096168797770813	1.49111148758843e-11	84	HDAC8_Q9BY41_OID30436_v1_Inflammation_II_MR_LDaware_overlap.tsv	2.2824536639595672e-11	TRUE	2.4388284244188774e-11	TRUE
HDAC9	-0.0825584183984355	0.0096391790155705	1.08187793601009e-17	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.395487220641673	NA	NA	NA	1	0.156410141690875	0.395487220641673	64.4789342374623	28.0500211365517	0.470061412487206	0.47888945752303	7816	1	0	0	0	Q9UKV0	HISTONE DEACETYLASE 9	NA	NA	transcription corepressor activity	2.2006471728688797e-12	-0.0514002615368726	-4.97865877617878e-14	NA	NA	NA	NA	NA	NA	-1.79958562793698	-0.757911406229048	18.4339506806326	1011	64.22691394658749	28.187061562649813	0.4718100890207715	0.3363006923837784	-0.0061362787321079	2.524993529657e-4	-0.0043254857545856	0.0259301152443922	-0.0060770397921523	-0.0057568898543855	-0.0825584183984355	0.0096391790155705	1.08187793601009e-17	84	HDAC9_Q9UKV0_OID30832_v1_Neurology_II_MR_LDaware_overlap.tsv	1.8824298467749734e-17	TRUE	2.0565777276056844e-17	TRUE
HDDC2	0.0752434266002165	0.0080953580149478	1.47707220119055e-20	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.360445539473165	NA	NA	NA	1	0.129920986926101	0.360445539473165	95.3643258084197	11.4580768317616	0.0274557657107993	0.944478340451495	1639	1	0	0	0	Q7Z4H3	5'-DEOXYNUCLEOTIDASE HDDC2	NA	NA	5'-deoxynucleotidase activity	2.2006437034219298e-12	-0.0514002615368719	-4.97917919322157e-14	NA	NA	NA	NA	NA	NA	0.224480618940418	-0.141329226889345	-0.323259094326494	204	94.8271078431372	12.365707720132418	0.9362745098039216	0.9166666666666666	-0.0060956105147633	2.473970835657e-4	-0.0042352428430587	0.0204262755283943	-0.0020391774315892	0.0085657546171984	0.0752434266002165	0.0080953580149478	1.47707220119055e-20	84	HDDC2_Q7Z4H3_OID31447_v1_Oncology_II_MR_LDaware_overlap.tsv	2.7457569631826815e-20	TRUE	3.0461738230160253e-20	TRUE
HDGF	0.0143889698216213	0.0060398867317915	0.0172037325426663	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0689288117801171	NA	NA	NA	1	0.0047511810934188	0.0689288117801171	67.8329739776951	19.9268541825339	0.217206585236325	0.38502389803505	1883	1	0	0	0	P51858	HEPATOMA-DERIVED GROWTH FACTOR	transcription cofactor	NA	nucleotide binding	2.20069747984969e-12	-0.0514002615368726	-4.97779141444079e-14	-0.0854907984183544	-0.292057218080687	0.360394593882844	NA	NA	NA	-0.324505939087525	-0.39572178606097	1.82939092053595	240	66.93937500000001	19.7706174248397	0.3708333333333333	0.2916666666666667	-0.0060963448582538	2.477437173079e-4	-0.0042413587204784	0.0142154375605532	0.0172336792021468	-0.0414354036965073	0.0143889698216213	0.0060398867317915	0.0172037325426663	84	HDGF_P51858_OID21455_v1_Oncology_MR_LDaware_overlap.tsv	0.019535445723278245	TRUE	0.01983260068479772	TRUE
HDGFL2	0.0662563916146578	0.0092876330529468	9.76141629905264e-13	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.317394115315608	NA	NA	NA	1	0.100739024436978	0.317394115315608	NA	NA	NA	NA	NA	1	0	0	0	Q7Z4V5	HEPATOMA-DERIVED GROWTH FACTOR-RELATED PROTEIN 2	transcription cofactor	NA	protein binding	2.20069747984969e-12	-0.0514002615368726	-4.97779141444079e-14	-0.0854907984183544	-0.292057218080687	0.360394593882844	NA	NA	NA	0.177548806830746	-0.150150659953356	-0.239140288414592	671	59.91859910581225	21.611018270899585	0.3159463487332339	0.2011922503725782	-0.0061369514843564	2.528271138396e-4	-0.0043312569635852	0.0250519033144151	-0.0081874260275119	-0.0101010994981352	0.0662563916146578	0.0092876330529468	9.76141629905264e-13	84	HDGFL2_Q7Z4V5_OID31136_v1_Neurology_II_MR_LDaware_overlap.tsv	1.5278072292237806e-12	TRUE	1.632863572955868e-12	TRUE
HEBP1	0.150061729886527	0.0095605141075127	1.6111050424273199e-55	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.718854571451295	NA	NA	NA	1	0.516751894896425	0.718854571451295	84.8962196765499	14.1150639055435	0.0707547169811321	0.886792452830189	1484	1	0	0	0	Q16236	NUCLEAR FACTOR ERYTHROID 2-RELATED FACTOR 2	basic leucine zipper transcription factor	NA	transcription cis-regulatory region binding	3.33143014013132e-12	-0.077126173707436	-8.97641576274113e-14	-0.0663059621460934	-0.0583894759591177	0.0379200199249144	NA	NA	NA	-2.81100187726002	-0.603957001562931	2.75580234089979	605	60.53502479338847	23.77066452113286	0.3884297520661157	0.2132231404958677	-0.0062866752588376	2.727548812668e-4	-0.0046866098696489	0.0255680378722018	-0.0095900721820689	-0.0232831466628372	0.150061729886527	0.0095605141075127	1.6111050424273199e-55	84	HEBP1_Q9NRV9_OID20063_v1_Cardiometabolic_MR_LDaware_overlap.tsv	5.056469235991725e-55	TRUE	6.454169670722456e-55	TRUE
HEBP1	0.150061729886527	0.0095605141075127	1.6111050424273199e-55	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.718854571451295	NA	NA	NA	1	0.516751894896425	0.718854571451295	84.8962196765499	14.1150639055435	0.0707547169811321	0.886792452830189	1484	1	0	0	0	Q16236	NUCLEAR FACTOR ERYTHROID 2-RELATED FACTOR 2	basic leucine zipper transcription factor	NA	transcription cis-regulatory region binding	3.33143014013132e-12	-0.077126173707436	-8.97641576274113e-14	-0.0663059621460934	-0.0583894759591177	0.0379200199249144	NA	NA	NA	-2.81100187726002	-0.603957001562931	2.75580234089979	605	60.53502479338847	23.77066452113286	0.3884297520661157	0.2132231404958677	-0.0062866752588376	2.727548812668e-4	-0.0046866098696489	0.0255680378722018	-0.0095900721820689	-0.0232831466628372	0.150061729886527	0.0095605141075127	1.6111050424273199e-55	84	HEBP1_Q9NRV9_OID20063_v1_Cardiometabolic_MR_LDaware_overlap.tsv	5.056469235991725e-55	TRUE	6.454169670722456e-55	TRUE
HEG1	-0.198759604596735	0.0087807587871389	1.9248683332660898e-113	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.952136500707119	NA	NA	NA	1	0.906563915978798	0.952136500707119	42.3352675892769	20.649698641534	0.775960514855318	0.173424949191909	10333	1	0	0	0	Q9ULI3	PROTEIN HEG HOMOLOG 1	NA	NA	calcium ion binding	2.2011589162942997e-12	-0.051400261536873	-4.9781383591359904e-14	NA	NA	NA	NA	NA	NA	0.246573983299673	-0.111495826730782	-0.365952398361738	1381	42.24308472121656	20.608093726790937	0.1730629978276611	0.0188269370021723	-0.0064111985558348	-0.0210569068022286	0.0333171640014768	-0.0293729697130213	-0.018908727944351	-0.0071241374163753	-0.198759604596735	0.0087807587871389	1.9248683332660898e-113	84	HEG1_Q9ULI3_OID30579_v1_Inflammation_II_MR_LDaware_overlap.tsv	1.080165325478213e-112	TRUE	1.7104199149290623e-112	TRUE
HEPACAM2	-0.165317846260032	0.0082539184660212	3.0769140269011795e-89	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.791937355489436	NA	NA	NA	1	0.627164775019602	0.791937355489436	78.7552609776305	23.7287792737586	0.207125103562552	0.706710853355427	3621	1	0	0	0	A8MVW5	HEPACAM FAMILY MEMBER 2	NA	NA	protein binding	2.20068533678535e-12	-0.0514002615368725	-4.97796488678839e-14	NA	NA	NA	NA	NA	NA	0.239372036697794	-0.100909844278204	-0.351031983367951	462	78.63707792207788	23.723442830454836	0.7056277056277056	0.5454545454545454	0.0573276545009414	-0.0143716999915958	-0.0099346678650316	-0.0189638856980194	-0.0266280836233183	0.0106589542930511	-0.165317846260032	0.0082539184660212	3.0769140269011795e-89	84	HEPACAM2_A8MVW5_OID31151_v1_Neurology_II_MR_LDaware_overlap.tsv	1.4334968620656427e-88	TRUE	2.089145729034442e-88	TRUE
HEPH	-0.159350330660826	0.0091100749205842	1.65855797079386e-68	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.763350614073488	NA	NA	NA	1	0.58270416000637	0.763350614073488	89.0867840452126	14.9635965645176	0.0557548092598631	0.894359308770786	9201	1	0	0	0	Q9BQS7	HEPHAESTIN	oxidase	NA	ferroxidase activity	2.2007391132131097e-12	-0.0514002615368725	-4.9781383591359904e-14	-0.0661935128983293	-0.0580535769882556	0.0376624405626422	NA	NA	NA	0.182336045817236	-0.169473747773896	-0.197630602646867	1158	89.06513816925745	14.764493097103452	0.8972366148531952	0.7521588946459413	-0.0061364469796482	2.525663851993e-4	-0.004326712282196	-0.0207129876192595	-0.029004724010433	0.0063281575958001	-0.159350330660826	0.0091100749205842	1.65855797079386e-68	84	HEPH_Q9BQS7_OID30337_v1_Cardiometabolic_II_MR_LDaware_overlap.tsv	6.027638992277564e-68	TRUE	8.088142737867664e-68	TRUE
HEXIM1	-0.224497911389372	0.0091775989447233	3.7961422020976293e-132	84	0.537272636692072	0.0579841225925437	1.9351543411515697e-20	5.25256178312569e-20	78	NA	NA	NA	NA	NA	NA	cg27395066	NA	NA	NA	2	NA	-1.07543309013931	NA	NA	0.27145073787516	2	1.23024183445955	1.1091626726768	67.2645811426568	22.4460746280444	0.375043813529618	0.426919032597266	2853	1	1	0	0	O94992	PROTEIN HEXIM1	NA	NA	protein kinase inhibitor activity	2.20110860931349e-12	-0.051400261536873	-4.977270997398e-14	NA	NA	NA	NA	NA	NA	0.158501538423177	-0.19228506604483	1.75189058100992	359	65.55612813370468	22.36144439241477	0.3927576601671309	0.2590529247910863	-0.0060724013223392	2.444921941808e-4	-0.0041838700935091	0.0244672528455037	-4.864470691218e-4	0.008800337616494	-0.224497911389372	0.0091775989447233	3.7961422020976293e-132	84	HEXIM1_O94992_OID20589_v1_Inflammation_MR_LDaware_overlap.tsv	2.4313193418573893e-131	TRUE	4.136701461380462e-131	TRUE
HEXIM2-AS1	NA	NA	NA	NA	-0.760947597018828	0.0568091391450869	6.4842194847941e-41	1.57473901773571e-40	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.384459904689836	1	0.147809418314118	0.384459904689836	NA	NA	NA	NA	NA	0	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
HGF	0.044601581722189	0.0090027059717577	7.26128866887016e-7	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.213659078428581	NA	NA	NA	1	0.0456502017949507	0.213659078428581	83.7559553648069	16.0515118672987	0.0798283261802575	0.852360515021459	5825	1	0	0	0	P14210	HEPATOCYTE GROWTH FACTOR	serine protease	NA	signaling receptor binding	2.20074431738354e-12	-0.0514002615368725	-4.97839856765739e-14	-0.0707030485738175	-0.0866411632591366	0.0706317010161993	NA	NA	NA	0.2624776834495	-0.105544580454584	-0.354606116892723	728	83.51605769230765	16.053246050920553	0.8489010989010989	0.5054945054945055	-0.0081533777557039	-0.0529566100093112	0.0794823468351634	-0.0146041417421253	0.0244139854140679	-0.0086648803970173	0.044601581722189	0.0090027059717577	7.26128866887016e-7	84	HGF_P14210_OID20656_v1_Inflammation_MR_LDaware_overlap.tsv	9.74361346280424e-7	TRUE	1.0114619881729713e-6	TRUE
HGFAC	0.207060543755337	0.0083169715975414	8.19062232548911e-137	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.991901256624649	NA	NA	NA	1	0.983868102893559	0.991901256624649	75.8089052419354	22.0050021882706	0.200201612903226	0.698588709677419	4960	1	0	0	0	Q04756	HEPATOCYTE GROWTH FACTOR ACTIVATOR	serine protease	NA	serine-type endopeptidase activity	2.20068880623231e-12	-0.0514002615368725	-4.9773577335718e-14	-0.0707030485738175	-0.0866411632591366	0.0706317010161993	NA	NA	NA	0.28221859361452	-0.152332207858134	-0.451367066677838	655	75.30161832061076	22.237903756602343	0.6900763358778625	0.3679389312977099	-0.0090336412152784	-0.0800120334548818	0.1231379156997947	-0.0212087279359352	0.0361532938073153	-5.25481883936e-4	0.207060543755337	0.0083169715975414	8.19062232548911e-137	84	HGFAC_Q04756_OID30718_v1_Inflammation_II_MR_LDaware_overlap.tsv	5.396068584920248e-136	TRUE	9.229262943785175e-136	TRUE
HGS	-0.0444259598899915	0.0094663247803886	2.69158281328743e-6	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.212817780937094	NA	NA	NA	1	0.0452914078829889	0.212817780937094	67.7691896808336	25.1771673363507	0.387134116090623	0.548867206879444	6047	1	0	0	0	O14964	HEPATOCYTE GROWTH FACTOR-REGULATED TYROSINE KINASE SUBSTRATE	NA	NA	protein binding	2.20066798955059e-12	-0.0514002615368725	-4.9781383591359904e-14	NA	NA	NA	NA	NA	NA	0.0107306633759533	-0.224956399713296	0.610390425109746	777	66.12579150579147	25.4273045950237	0.5160875160875161	0.3153153153153153	-0.0064802632468287	3.79584079561e-4	-0.0052238047761133	0.0253904762163183	-0.0155585903426778	-0.0070717179978848	-0.0444259598899915	0.0094663247803886	2.69158281328743e-6	84	HGS_O14964_OID21175_v1_Oncology_MR_LDaware_overlap.tsv	3.53403169207318e-6	TRUE	3.65128652130385e-6	TRUE
HHEX	-0.13266326315691301	0.009303843309021	3.94205537450321e-46	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.635509088533807	NA	NA	NA	1	0.40387180160907	0.635509088533807	66.3387706076307	18.9345797601465	0.182289213377296	0.324540744229863	2123	1	0	0	0	Q03014	HEMATOPOIETICALLY-EXPRESSED HOMEOBOX PROTEIN HHEX	homeodomain transcription factor	NA	transcription cis-regulatory region binding	2.20074431738354e-12	-0.0514002615368725	-4.9782250953097905e-14	-0.0740867127711689	-0.14270989658638	0.715965276913464	NA	NA	NA	-1.44275268816251	-0.600182021007776	3.14310702888541	270	65.05274074074079	18.452940824728525	0.2962962962962963	0.1962962962962963	-0.0061662539683039	2.565293182741e-4	-0.0043968933960229	0.0227162688914331	0.007462368589876	-3.297383517091e-4	-0.13266326315691301	0.009303843309021	3.94205537450321e-46	84	HHEX_Q03014_OID31107_v1_Neurology_II_MR_LDaware_overlap.tsv	1.1197234211907978e-45	TRUE	1.3807622528683203e-45	TRUE
HIF1A	-0.110106541830386	0.0096299682229827	2.8362777165107297e-30	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.527453541961151	NA	NA	NA	1	0.278207238927364	0.527453541961151	61.428150146447	27.0212617966751	0.470787729304763	0.404655464775705	6487	1	0	0	0	Q16665	HYPOXIA-INDUCIBLE FACTOR 1-ALPHA	basic helix-loop-helix transcription factor	Hypoxia response via HIF activation	RNA polymerase II transcription regulatory region sequence-specific DNA binding	2.2007078881905397e-12	-0.0514002615368725	-4.9775312059194e-14	-0.066007586987	-0.0575041432523159	0.0372422746705991	-0.668596305285412	1.35465207694515	1.25229293452195	-7.11619325546483	-1.26348704578135	11.8222665905694	826	60.75170702179174	26.817315204655248	0.3898305084745763	0.3075060532687651	-0.0062612343966631	2.751751049467e-4	-0.0046142858909561	0.0150295511316367	0.0066924533388816	-0.0473109964360336	-0.110106541830386	0.0096299682229827	2.8362777165107297e-30	84	HIF1A_Q16665_OID30425_v1_Inflammation_II_MR_LDaware_overlap.tsv	6.335553883557575e-30	TRUE	7.298798244237523e-30	TRUE
HIGD1B	NA	NA	NA	NA	-1.02014787385655	0.0855296520859823	8.517496117277319e-33	2.48972963428106e-32	38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.515417823630664	1	0.265655532916171	0.515417823630664	NA	NA	NA	NA	NA	0	1	0	0	Q9P298	HIG1 DOMAIN FAMILY MEMBER 1B	scaffold/adaptor protein	NA	NA	2.20070615346707e-12	-0.0514002615368725	-4.97857204000498e-14	-0.0760424449976221	-0.141678461745504	0.144586854720123	NA	NA	NA	NA	NA	NA	99	67.79525252525252	11.223324319229793	0.4343434343434343	0	-0.0060781553450203	2.451998275911e-4	-0.0041963737147127	0.0029684416390424	-0.0086105924623459	0.025098171347526	NA	NA	NA	NA	NA	NA	NA	NA	NA
HIP1	-0.125246251218016	0.0096428665946535	1.42209923856619e-38	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.599978690858019	NA	NA	NA	1	0.359974429483702	0.599978690858019	80.8399950865987	18.1766670733878	0.107357818449822	0.795602505834664	8141	1	0	0	0	O00291	HUNTINGTIN-INTERACTING PROTEIN 1	non-motor actin binding protein	Huntington disease	actin binding	2.2007182965313996e-12	-0.0514002615368725	-4.97787815061459e-14	-0.0664948865489849	-0.0589600290496341	0.0383587789497634	-0.532089519897905	-0.494173679076467	0.191593978315019	0.340254026712378	-0.263589865388966	-0.520220764270254	1037	80.6628929604628	18.324340361466035	0.7917068466730954	0.4406943105110897	-0.0061900819426937	2.762739839346e-4	-0.0044440448697667	0.0252172817004064	-0.0155451977897462	-0.0019817632308385	-0.125246251218016	0.0096428665946535	1.42209923856619e-38	84	HIP1_O00291_OID30071_v1_Cardiometabolic_II_MR_LDaware_overlap.tsv	3.629265206955183e-38	TRUE	4.3333933069312673e-38	TRUE
HIP1R	-0.189119630313855	0.009162454208955	1.1829313196361198e-94	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.905957241097349	NA	NA	NA	1	0.820758522696719	0.905957241097349	81.916172368578	20.0514482118573	0.115389200143044	0.830253903921802	8389	1	0	0	0	O75146	HUNTINGTIN-INTERACTING PROTEIN 1-RELATED PROTEIN	non-motor actin binding protein	Huntington disease	actin binding	2.20075472572439e-12	-0.0514002615368725	-4.97805162296219e-14	-0.0664948865489849	-0.0589600290496341	0.0383587789497634	-0.532089519897905	-0.494173679076467	0.191593978315019	0.287570180027709	-0.204298759997692	-0.386812883289969	1068	81.61773408239709	20.360742255691363	0.8249063670411985	0.5	-0.0061900819426936	2.762739839347e-4	-0.0044440448697666	0.01748166482289	0.003153444029439	-0.0200401093590933	-0.189119630313855	0.009162454208955	1.1829313196361198e-94	84	HIP1R_O75146_OID31141_v1_Neurology_II_MR_LDaware_overlap.tsv	5.79074889857878e-94	TRUE	8.511962321729471e-94	TRUE
HIVEP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGP72	0.764701107834111	0.0255304669769667	4.08311200762945e-197	5.971551311158073e-196	45	NA	NA	NA	NA	NA	NA	NA	NA	1.1577645724859	NA	1	1.34041880530345	1.1577645724859	NA	NA	NA	NA	NA	0	0	1	0	P31629	TRANSCRIPTION FACTOR HIVEP2	NA	NA	RNA polymerase II cis-regulatory region sequence-specific DNA binding	2.2012959594489e-12	-0.051400261536873	-4.9785664665873703e-14	NA	NA	NA	NA	NA	NA	-0.262156599042823	-0.251717490677454	0.635740936095341	2446	36.35388389206866	13.468264122455052	0.0506950122649223	0.0257563368765331	-0.0063005654383282	2.763094715305e-4	-0.0047301918432085	0.0206813627090987	2.868567361854e-4	0.013856459035346	NA	NA	NA	NA	NA	NA	NA	NA	NA
HJV	0.0600644021989993	0.0093919874764985	1.60252022189797e-10	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.287732056233722	NA	NA	NA	1	0.082789736184486	0.287732056233722	82.8711125158028	20.6027642179123	0.150442477876106	0.797092288242731	3164	1	0	0	0	Q6ZVN8	HEMOJUVELIN	NA	NA	signaling receptor binding	2.20071482708445e-12	-0.0514002615368724	-4.9776179420932e-14	NA	NA	NA	NA	NA	NA	0.289951138084773	-0.165510762334553	-0.431625257665112	426	81.29436619718308	21.752362025910543	0.7723004694835681	0.5892018779342723	-0.0061187408734256	2.502703269532e-4	-0.0042860363516145	-0.012896883580885	-0.0152357925589465	-0.0050458350022708	0.0600644021989993	0.0093919874764985	1.60252022189797e-10	84	HJV_Q6ZVN8_OID31006_v1_Neurology_II_MR_LDaware_overlap.tsv	2.394174817031383e-10	TRUE	2.5425245941197273e-10	TRUE
HK2	-0.0467105864040538	0.0096003024716675	1.14148887213143e-6	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.223762038443217	NA	NA	NA	1	0.0500694498482639	0.223762038443217	92.0689857502095	8.66195250755025	0.0072645990500139	0.967029896619167	7158	1	0	0	0	O00139	KINESIN-LIKE PROTEIN KIF2A	microtubule binding motor protein	Glycolysis	nucleotide binding	3.32574545130054e-12	-0.0771261737075342	-8.30490430519051e-14	-0.124346389872424	15.1949500833606	-0.203960365603089	-0.680834530239365	-1.60303997980477	-0.415099616207258	0.274719328407896	-0.212962312972719	-0.251356588197416	706	78.76135977337118	22.454255169228855	0.7606232294617564	0.4490084985835694	-0.0067719555903857	4.735722672674e-4	-0.0062071729543909	0.0243047236540198	-0.0097552919275675	-0.0204683998702451	-0.0467105864040538	0.0096003024716675	1.14148887213143e-6	84	HK2_P52789_OID20065_v1_Cardiometabolic_MR_LDaware_overlap.tsv	1.5174192073533808e-6	TRUE	1.569399030843212e-6	TRUE
HK2	-0.0467105864040538	0.0096003024716675	1.14148887213143e-6	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.223762038443217	NA	NA	NA	1	0.0500694498482639	0.223762038443217	92.0689857502095	8.66195250755025	0.0072645990500139	0.967029896619167	7158	1	0	0	0	O00139	KINESIN-LIKE PROTEIN KIF2A	microtubule binding motor protein	Glycolysis	nucleotide binding	3.32574545130054e-12	-0.0771261737075342	-8.30490430519051e-14	-0.124346389872424	15.1949500833606	-0.203960365603089	-0.680834530239365	-1.60303997980477	-0.415099616207258	0.274719328407896	-0.212962312972719	-0.251356588197416	706	78.76135977337118	22.454255169228855	0.7606232294617564	0.4490084985835694	-0.0067719555903857	4.735722672674e-4	-0.0062071729543909	0.0243047236540198	-0.0097552919275675	-0.0204683998702451	-0.0467105864040538	0.0096003024716675	1.14148887213143e-6	84	HK2_P52789_OID20065_v1_Cardiometabolic_MR_LDaware_overlap.tsv	1.5174192073533808e-6	TRUE	1.569399030843212e-6	TRUE
HLA-A	-0.0528486143492048	0.0054156904814107	1.69769687289684e-22	84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.253165600906506	NA	NA	NA	1	0.0640928214823521	0.253165600906506	88.1458031988874	18.3333388201325	0.115090403337969	0.841098748261474	2876	1	0	0	0	P04439	HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, A ALPHA CHAIN	major histocompatibility complex protein	NA	RNA binding	2.2006419686984498e-12	-0.0514002615368725	-4.9774444697455996e-14	-0.0661189202216796	-0.0578322620437202	0.0374930226110718	NA	NA	NA	0.267594945496197	0.271174286832541	-0.453805114472277	365	87.12917808219179	19.0598445532209	0.8246575342465754	0.7479452054794521	0.0380551443637923	-0.010707265717859	-0.0091182081382249	-0.0278149345689481	-0.017526228316382	-0.0374858180134128	-0.0528486143492048	0.0054156904814107	1.69769687289684e-22	84	HLA-A_P04439_OID31048_v1_Neurology_II_MR_LDaware_overlap.tsv	3.278122238111329e-22	TRUE	3.666803686322049e-22	TRUE
